,TRADE_DATE_BEGIN,GEN_DAILY,CODIGO_SIC,PORCENTAJE
355,2023-02-09,2207.6,ERRG,0.009165692012653269
356,2023-02-10,1826.3999999999999,ERRG,0.00758299505884668
357,2023-02-11,1438.0,ERRG,0.005970404563415203
358,2023-02-12,2374.4,ERRG,0.009858225726963184
359,2023-02-13,573.2,ERRG,0.002379858063803612
360,2023-02-14,1400.3200000000002,ERRG,0.005813961695578287
361,2023-02-15,987.28,ERRG,0.004099068857697191
362,2023-02-16,161.56,ERRG,0.0006707778590162449
363,2023-02-17,2644.24,ERRG,0.010978569236971499
364,2023-02-18,3311.0,ERRG,0.01374687726666741
365,2023-02-19,5673.5999999999985,ERRG,0.02355611080041202
366,2023-02-20,1277.48,ERRG,0.005303944660411441
367,2023-02-21,623.5999999999999,ERRG,0.00258911285517783
368,2023-02-22,399.8,ERRG,0.0016599219363375509
369,2023-02-23,2811.2,ERRG,0.01167176725220641
370,2023-02-24,2142.4399999999996,ERRG,0.008895155460948028
371,2023-02-25,2544.76,ERRG,0.010565540136854292
372,2023-02-26,904.24,ERRG,0.003754296677623479
373,2023-02-27,2293.3199999999997,ERRG,0.009521591233220689
374,2023-02-28,1785.96,ERRG,0.007415093000053557
375,2023-03-01,2073.08,ERRG,0.008607181009961605
376,2023-03-02,1575.3200000000002,ERRG,0.006540540832294324
377,2023-03-03,726.36,ERRG,0.0030157601242574873
378,2023-03-04,2173.2000000000003,ERRG,0.009022867313778804
379,2023-03-05,3553.2000000000003,ERRG,0.014752462791882406
380,2023-03-06,1899.9999999999998,ERRG,0.007888573484345537
381,2023-03-07,1476.4,ERRG,0.006129836785414607
382,2023-03-08,285.2,ERRG,0.0011841163988080777
383,2023-03-10,541.2,ERRG,0.0022469978788041086
384,2023-03-11,940.8,ERRG,0.003906089438985412
385,2023-03-12,2414.8399999999997,ERRG,0.010026127785756305
386,2023-03-13,1668.64,ERRG,0.0069279943467991266
387,2023-03-14,1018.8399999999999,ERRG,0.004230102215152951
388,2023-03-15,1311.76,ERRG,0.00544627113359216
389,2023-03-16,1882.6399999999999,ERRG,0.007816496833983307
390,2023-03-17,2112.64,ERRG,0.008771429413667242
391,2023-03-18,1348.6000000000001,ERRG,0.00559922642157284
392,2023-03-19,1348.6000000000001,ERRG,0.00559922642157284
393,2023-03-20,5875.000000000001,ERRG,0.024392299589752656
394,2023-03-21,2502.4,ERRG,0.010389666466961198
395,2023-03-22,2372.0800000000004,ERRG,0.00984859336355072
396,2023-03-23,1048.8,ERRG,0.004354492563358737
397,2023-03-24,512.4000000000001,ERRG,0.002127423712304555
398,2023-03-25,1687.6000000000001,ERRG,0.007006714006411333
399,2023-03-26,3533.8,ERRG,0.014671916304726456
400,2023-03-27,1003.9599999999999,ERRG,0.004168322229128182
401,2023-03-28,2737.9599999999996,ERRG,0.011367683503788794
402,2023-03-29,1740.8,ERRG,0.007227594063973007
403,2023-03-30,2175.6400000000003,ERRG,0.009032997902885016
404,2023-03-31,1359.8,ERRG,0.005645727486322665
405,2023-01-01,5196.6,DEPG,0.16061196105702366
406,2023-01-02,2557.2000000000003,DEPG,0.07903569772832639
407,2023-01-03,150.6,DEPG,0.004654612888270746
408,2023-01-04,130.2,DEPG,0.00402410755679184
409,2023-01-05,836.9999999999999,DEPG,0.0258692628650904
410,2023-01-06,754.8,DEPG,0.023328697264719516
411,2023-01-07,294.59999999999997,DEPG,0.00910523875753361
412,2023-01-08,3091.8,DEPG,0.09555864626796477
413,2023-01-09,857.4,DEPG,0.02649976819656931
414,2023-01-29,969.6,DEPG,0.02996754751970329
415,2023-02-05,0.6,DEPG,1.8544274455261937e-05
416,2023-02-12,250.2,DEPG,0.007732962447844227
417,2023-02-19,1217.9999999999998,DEPG,0.03764487714418173
418,2023-02-26,2656.2,DEPG,0.08209550301344459
419,2023-03-04,249.0,DEPG,0.007695873898933704
420,2023-03-05,371.40000000000003,DEPG,0.011478905887807141
421,2023-03-12,854.3999999999999,DEPG,0.026407046824292995
422,2023-03-18,0.6,DEPG,1.8544274455261937e-05
423,2023-03-19,5656.8,DEPG,0.17483541956420956
424,2023-03-20,4200.599999999999,DEPG,0.12982846546128882
425,2023-03-25,7.2,DEPG,0.00022253129346314326
426,2023-03-26,2050.2,DEPG,0.06336578581363003
427,2023-01-01,1938.4,ERRG,0.008048005706344943
428,2023-01-02,3979.9999999999995,ERRG,0.016524485509313284
429,2023-01-03,10.0,ERRG,4.151880781234494e-05
430,2023-01-04,52.0,ERRG,0.0002158978006241937
431,2023-01-05,43.599999999999994,ERRG,0.0001810220020618239
432,2023-01-06,12.0,ERRG,4.982256937481393e-05
433,2023-01-07,4.4,ERRG,1.8268275437431776e-05
434,2023-01-08,425.2,ERRG,0.0017653797081809068
435,2023-01-11,118.0,ERRG,0.0004899219321856703
436,2023-01-12,10.0,ERRG,4.151880781234494e-05
437,2023-01-14,96.0,ERRG,0.00039858055499851145
438,2023-01-15,1731.9999999999998,ERRG,0.007191057513098143
439,2023-01-16,1.2000000000000002,ERRG,4.982256937481394e-06
440,2023-01-17,0.4,ERRG,1.6607523124937978e-06
441,2023-01-19,0.8,ERRG,3.3215046249875957e-06
442,2023-01-20,296.0,ERRG,0.0012289567112454102
443,2023-01-21,89.60000000000001,ERRG,0.0003720085179986107
444,2023-01-22,718.8000000000001,ERRG,0.002984371905551355
445,2023-01-23,35.2,ERRG,0.0001461462034994542
446,2023-01-24,3.6000000000000005,ERRG,1.4946770812444181e-05
447,2023-01-25,0.4,ERRG,1.6607523124937978e-06
448,2023-01-26,25.2,ERRG,0.00010462739568710924
